revenue_year,cat_rev_year,price,year,mes,positive_year,negative_year,followers_year,reviews_year,score,adventure,singleplayer,story_rich,horror,3d,survival,choices_matter,historical,mystery,replay_value,early_access,female_protagonist,lovecraftian,open_world,multiplayer,co_op,indie,atmospheric,violent,online_co_op,third_person,sandbox,soundtrack,strategy,difficult,gore,great_soundtrack,first_person,simulation,rpg,character_customization,funny,casual,sci_fi,exploration,action,sexual_content,realistic,nudity,fantasy,anime,building,turn_based,tactical,management,psychological,visual_novel,psychological_horror,moddable,crafting,positive_n,followers_n
1348356.114,2. Más de 1M y menos de 5M,29.99,2014,1,2817,200,4205,2408,9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1362448.675,2. Más de 1M y menos de 5M,19.99,2014,2,4298,495,6044,3647,9,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3
1620062.139,2. Más de 1M y menos de 5M,19.99,2015,4,4771,810,27773,4268,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3
1764137.264,2. Más de 1M y menos de 5M,14.99,2015,10,7479,221,18096,6173,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1790093.1830000002,2. Más de 1M y menos de 5M,29.99,2015,11,0,0,30460,3108,7,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1872755.259,2. Más de 1M y menos de 5M,14.99,2016,2,7071,422,0,6609,9,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1
2104959.631,2. Más de 1M y menos de 5M,19.99,2016,9,0,0,4701,5600,7,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2222898.904,2. Más de 1M y menos de 5M,29.99,2016,12,0,0,27844,3888,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2398160.315,2. Más de 1M y menos de 5M,19.99,2017,4,13470,815,36335,6287,9,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3
2448021.462,2. Más de 1M y menos de 5M,39.99,2017,5,0,0,42076,3247,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
3330291.9710000004,2. Más de 1M y menos de 5M,49.99,2018,6,3114,1080,31284,3643,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3529980.6580000003,2. Más de 1M y menos de 5M,24.99,2018,8,9889,1055,46142,7695,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
4434993.925,2. Más de 1M y menos de 5M,39.99,2019,3,5658,1935,60214,5941,7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3,3
1603861.5180000002,2. Más de 1M y menos de 5M,19.99,2015,4,5584,1258,21168,4200,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
2220360.025,2. Más de 1M y menos de 5M,49.99,2017,1,0,0,25313,2307,9,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3
2556826.305,2. Más de 1M y menos de 5M,16.99,2017,8,8295,568,30647,7879,9,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3
4516414.141,2. Más de 1M y menos de 5M,14.99,2019,4,17131,296,34056,15715,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1491993.257,2. Más de 1M y menos de 5M,3.99,2014,12,0,0,11533,19502,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2279781.069,2. Más de 1M y menos de 5M,29.99,2017,3,4312,237,10153,3959,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2772513.704,2. Más de 1M y menos de 5M,19.99,2017,12,6707,2067,66258,7228,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1118059.987,2. Más de 1M y menos de 5M,19.99,2012,11,0,0,6460,2920,9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2876847.291,2. Más de 1M y menos de 5M,39.99,2018,2,3770,979,43649,3758,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,3,3
4213244.228,2. Más de 1M y menos de 5M,39.99,2019,3,7197,1096,45492,5506,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3
4953571.429,2. Más de 1M y menos de 5M,9.99,2019,7,27333,336,12738,25952,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,3
1326246.618,2. Más de 1M y menos de 5M,19.99,2014,5,3695,211,12901,3477,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3
1409613.804,2. Más de 1M y menos de 5M,39.99,2014,10,0,0,21607,1833,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
1013888.889,2. Más de 1M y menos de 5M,14.99,2012,4,5767,185,0,3533,10,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1225893.824,2. Más de 1M y menos de 5M,14.99,2013,11,5015,574,23885,4265,9,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,3
1466940.363,2. Más de 1M y menos de 5M,39.99,2015,2,2188,283,15440,1905,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3
1470227.671,2. Más de 1M y menos de 5M,44.99,2015,3,1919,269,12734,1700,9,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1950381.679,2. Más de 1M y menos de 5M,14.99,2016,10,6795,489,0,6769,9,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1
3522269.353,2. Más de 1M y menos de 5M,49.99,2018,11,3261,1110,40434,3671,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3
1028169.014,2. Más de 1M y menos de 5M,9.99,2012,9,6598,274,6440,5353,10,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1160777.385,2. Más de 1M y menos de 5M,14.99,2013,9,4591,255,5803,4035,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
1438266.2,2. Más de 1M y menos de 5M,14.99,2015,3,5382,407,11956,4993,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
4316688.568,2. Más de 1M y menos de 5M,39.99,2019,5,0,0,36550,5632,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2372899.927,2. Más de 1M y menos de 5M,39.99,2017,9,2882,460,15174,3098,9,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,3
1256159.562,2. Más de 1M y menos de 5M,29.99,2014,6,2486,565,15795,2194,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3
2400597.907,2. Más de 1M y menos de 5M,49.99,2017,10,2973,1006,42757,2500,7,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3
1629297.075,2. Más de 1M y menos de 5M,24.99,2016,2,4635,533,25677,3421,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1227610.481,2. Más de 1M y menos de 5M,39.99,2014,6,1855,68,8349,1604,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
3328738.07,2. Más de 1M y menos de 5M,59.99,2018,11,3163,1022,39701,2880,7,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
1290557.404,2. Más de 1M y menos de 5M,19.99,2014,11,4173,582,22843,3349,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2318759.342,2. Más de 1M y menos de 5M,39.99,2017,10,4636,381,24744,3023,9,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3
1243813.387,2. Más de 1M y menos de 5M,9.99,2014,9,0,0,31896,6476,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
1275374.376,2. Más de 1M y menos de 5M,49.99,2014,11,0,0,12817,1324,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2291479.821,2. Más de 1M y menos de 5M,24.99,2017,10,5061,629,25106,4799,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3
1143639.1090000002,2. Más de 1M y menos de 5M,49.99,2014,3,0,0,4802,1189,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1157181.054,2. Más de 1M y menos de 5M,9.99,2014,4,7185,824,12469,6034,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1293552.519,2. Más de 1M y menos de 5M,14.99,2015,1,3701,1157,51634,4498,7,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,3
2764142.336,2. Más de 1M y menos de 5M,39.99,2018,6,3664,1178,48952,3607,7,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3
1966491.459,2. Más de 1M y menos de 5M,39.99,2017,4,2138,2434,0,2566,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1
1056270.096,2. Más de 1M y menos de 5M,19.99,2013,10,0,0,6963,2740,9,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3038540.5960000004,2. Más de 1M y menos de 5M,28.0,2018,10,4327,2735,50107,5639,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3
3885019.711,2. Más de 1M y menos de 5M,39.99,2019,5,6500,733,32566,5085,9,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2823984.526,2. Más de 1M y menos de 5M,59.99,2018,8,2259,751,59410,2456,7,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3
3314415.437,2. Más de 1M y menos de 5M,29.99,2019,1,6652,1792,17901,5741,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
3686868.687,2. Más de 1M y menos de 5M,19.99,2019,4,10881,930,50979,9652,9,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3
1086393.506,2. Más de 1M y menos de 5M,49.99,2014,5,1132,213,8686,1141,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3844733.242,2. Más de 1M y menos de 5M,59.99,2019,6,0,0,67632,3334,9,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3
4398278.56,2. Más de 1M y menos de 5M,34.99,2019,9,6132,1637,92747,6537,7,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3
1168984.408,2. Más de 1M y menos de 5M,29.99,2014,12,0,0,14471,2044,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1822601.84,2. Más de 1M y menos de 5M,19.99,2017,4,4898,232,20924,4744,10,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3
1384673.748,2. Más de 1M y menos de 5M,39.99,2016,1,1960,335,21379,1799,9,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1385838.892,2. Más de 1M y menos de 5M,19.99,2016,2,3822,2334,19647,3636,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3
1739214.424,2. Más de 1M y menos de 5M,29.99,2017,3,2900,393,13845,3045,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,3
2961622.807,2. Más de 1M y menos de 5M,19.99,2018,12,7814,370,21140,7750,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3
1080933.063,2. Más de 1M y menos de 5M,29.99,2014,9,0,0,21820,1881,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
3645006.84,2. Más de 1M y menos de 5M,19.99,2019,6,10622,435,40223,9571,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1348383.7869999998,2. Más de 1M y menos de 5M,19.99,2016,2,3646,126,12227,3496,10,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,3
2009174.312,2. Más de 1M y menos de 5M,49.99,2017,11,0,0,14562,2105,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1216666.667,2. Más de 1M y menos de 5M,29.99,2015,8,2348,106,26218,2123,10,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2841557.018,2. Más de 1M y menos de 5M,34.99,2018,12,6139,631,39141,4228,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,3
3545143.639,2. Más de 1M y menos de 5M,29.99,2019,6,0,0,14007,6141,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2544820.717,2. Más de 1M y menos de 5M,59.99,2018,9,0,0,17561,2219,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3
1102670.753,2. Más de 1M y menos de 5M,29.99,2015,3,2715,372,25405,1912,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
1217254.712,2. Más de 1M y menos de 5M,29.99,2015,10,2662,670,37326,2126,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
1452422.145,2. Más de 1M y menos de 5M,59.99,2016,9,987,868,8772,1268,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,3,3
2508466.135,2. Más de 1M y menos de 5M,19.99,2018,9,6617,1801,0,6569,7,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1
2204262.877,2. Más de 1M y menos de 5M,39.99,2018,5,3640,533,37869,2891,9,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,3
2204262.877,2. Más de 1M y menos de 5M,39.99,2018,5,0,0,32753,2861,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
2400386.847,2. Más de 1M y menos de 5M,29.99,2018,8,4271,1362,53351,4157,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3
2400386.847,2. Más de 1M y menos de 5M,19.99,2018,8,6698,1174,36524,6229,9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,3
2472111.554,2. Más de 1M y menos de 5M,14.99,2018,9,9802,1086,38221,8659,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2550873.587,2. Más de 1M y menos de 5M,59.99,2018,10,2815,645,24299,2232,9,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3
1869648.318,2. Más de 1M y menos de 5M,14.99,2017,11,6704,414,9877,6518,9,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2058501.684,2. Más de 1M y menos de 5M,29.99,2018,3,6321,729,9659,3593,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
2058501.684,2. Más de 1M y menos de 5M,59.99,2018,3,0,0,34523,1793,9,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
1365646.259,2. Más de 1M y menos de 5M,19.99,2016,8,4118,387,12628,3585,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
1591213.95,2. Más de 1M y menos de 5M,9.99,2017,5,8436,2731,34300,8296,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3
4861680.328,2. Más de 1M y menos de 5M,19.99,2020,2,10434,2791,83244,12649,7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3
1279299.014,2. Más de 1M y menos de 5M,14.99,2016,6,5066,121,16909,4453,10,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3
